EC_number,Substrate,UniProt_ID,Protein_file,Organism_name,Km_value (mM),pH,Temperature,Site_type,Substrate_SMILES,Mol_file,pKm_value
2.4.2.21,beta-nicotinate D-ribonucleotide,Q05603,1L5O.pdb,Salmonella enterica,0.3,-----,37°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O,mol_922.sdf,-0.522878745
2.4.2.22,hypoxanthine,P0A9M5,1A95.pdb,Escherichia coli,0.091,-----,-----,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-1.040958608
2.4.2.22,guanine,P0A9M5,1A95.pdb,Escherichia coli,0.0043,-----,-----,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-2.366531544
2.4.2.22,xanthine,P0A9M5,1A95.pdb,Escherichia coli,0.0043,-----,-----,Substrate_only,N1C(=O)NC=2N=CNC2C1=O,mol_463.sdf,-2.366531544
2.4.2.22,xanthine,P0A9M5,1A95.pdb,Escherichia coli,0.0305,-----,-----,Substrate_only,N1C(=O)NC=2N=CNC2C1=O,mol_463.sdf,-1.515700161
2.4.2.22,5-phospho-alpha-D-ribose 1-diphosphate,P0A9M5,1A95.pdb,Escherichia coli,0.139,-----,-----,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-0.8569852
2.4.2.22,hypoxanthine,P0A9M5,1A95.pdb,Escherichia coli,0.0908,-----,-----,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-1.041914151
2.4.2.22,5-phospho-alpha-D-ribose 1-diphosphate,P42085,1Y0B.pdb,Bacillus subtilis,0.03,-----,-----,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.522878745
2.4.2.22,xanthine,P42085,1Y0B.pdb,Bacillus subtilis,0.0022,-----,-----,Substrate_only,N1C(=O)NC=2N=CNC2C1=O,mol_463.sdf,-2.657577319
2.4.2.22,guanine,P42085,1Y0B.pdb,Bacillus subtilis,0.281,-----,-----,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-0.55129368
2.4.2.22,hypoxanthine,P42085,1Y0B.pdb,Bacillus subtilis,1.25,-----,-----,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,0.096910013
2.4.2.22,5-phospho-alpha-D-ribose 1-diphosphate,P42085,1Y0B.pdb,Bacillus subtilis,0.069,7.6,25°C,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.161150909
2.4.2.28,adenosine,I0B503,4L5C.pdb,Schistosoma mansoni,0.00314,7.4,25°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C=NC=2C(N)=NC=NC12,mol_906.sdf,-2.503070352
2.4.2.28,2'-deoxyadenosine,I0B503,4L5C.pdb,Schistosoma mansoni,0.00397,7.4,25°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C=NC=2C(N)=NC=NC12,mol_924.sdf,-2.401209493
2.4.2.28,5'-deoxy-5'-methylthioadenosine,I0B503,4L5C.pdb,Schistosoma mansoni,0.00363,7.4,25°C,Substrate_only,CC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)S)O,mol_923.sdf,-2.440093375
2.4.2.28,phosphate,P50389,1JE0.pdb,Saccharolobus solfataricus,0.123995968,-----,-----,Substrate_only,P(=O)([O-])([O-])[O-],mol_467.sdf,-0.906592438
2.4.2.28,5'-methylthioadenosine,Q13126,5TC6.pdb,Homo sapiens,0.005,7,25°C,Substrate_only,CC([C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)S)O)O,mol_911.sdf,-2.301029996
2.4.2.28,5'-methylthioadenosine,Q7XA67,3BSF.pdb,Arabidopsis thaliana,0.0034,-----,-----,Substrate_only,CC([C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)S)O)O,mol_911.sdf,-2.468521083
2.4.2.28,S-adenosylhomocysteine,Q7XA67,3BSF.pdb,Arabidopsis thaliana,0.2009,-----,-----,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CSCC[C@H](N)C(=O)O)O1)N1C=NC=2C(N)=NC=NC12,mol_1378.sdf,-0.697020063
2.4.2.28,S-methyl-5'-thioadenosine,Q8YBL1,4PR3.pdb,Brucella melitensis,0.0022,7,25°C,Substrate_only,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)O,mol_925.sdf,-2.657577319
2.4.2.28,5'-methylthioadenosine,Q9T0I8,2H8G.pdb,Arabidopsis thaliana,0.013998571,-----,-----,Substrate_only,CC([C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)S)O)O,mol_911.sdf,-1.853916285
2.4.2.28,5'-methylthioadenosine,P50389,1JE0.pdb,Saccharolobus solfataricus,0.024,-----,-----,Substrate_only,CC([C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)S)O)O,mol_911.sdf,-1.619788758
2.4.2.29,pre-queuine 0,P28720,5N6F.pdb,Zymomonas mobilis,0.0009,7.3,-----,Substrate_only,C1=C[C@@H]([C@@H]([C@H]1NCC2=CNC3=C2C(=O)NC(=N3)N)O)O,mol_926.sdf,-3.045757491
2.4.2.29,guanine,P28720,5N6F.pdb,Zymomonas mobilis,0.0012,7.3,-----,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-2.920818754
2.4.2.29,guanine,P28720,5N6F.pdb,Zymomonas mobilis,0.00038,-----,-----,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-3.420216403
2.4.2.3,uridine,A0A410UCT3,6K8P.pdb,Phytophthora capsici,6.96,-----,-----,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_921.sdf,0.84260924
2.4.2.3,uridine,G4VGH9,5CYF.pdb,Schistosoma mansoni,0.031,-----,-----,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_921.sdf,-1.508638306
2.4.2.3,thymidine,G4VGH9,5CYF.pdb,Schistosoma mansoni,0.0489,-----,-----,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-1.310691141
2.4.2.3,deoxyuridine,O95045,3P0F.pdb,Homo sapiens,0.3,7.4,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_1074.sdf,-0.522878745
2.4.2.3,uridine,O95045,3P0F.pdb,Homo sapiens,0.076,7.4,37°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_921.sdf,-1.119186408
2.4.2.3,5-fluorouridine,O95045,3P0F.pdb,Homo sapiens,0.024,7.4,37°C,Substrate_only,FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C1)=O)=O,mol_2475.sdf,-1.619788758
2.4.2.3,thymidine,O95045,3P0F.pdb,Homo sapiens,0.073,7.4,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-1.13667714
2.4.2.3,5-fluoro-2'-deoxyuridine,O95045,3P0F.pdb,Homo sapiens,0.427,7.4,37°C,Substrate_only,FC=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O,mol_1073.sdf,-0.369572125
2.4.2.3,uridine,Q16831,3EUF.pdb,Homo sapiens,0.05,7.4,37°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_921.sdf,-1.301029996
2.4.2.3,phosphate,Q16831,3EUF.pdb,Homo sapiens,2,7.4,37°C,Substrate_only,P(=O)([O-])([O-])[O-],mol_467.sdf,0.301029996
2.4.2.30,NAD+,C9Z6T8,5EWY.pdb,Streptomyces scabiei,0.068,7.9,22°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-1.167491087
2.4.2.31,NAD+,Q8N5Y8,6HXS.pdb,Homo sapiens,0.29,-----,37°C,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.537602002
2.4.2.31,NAD+,Q8N5Y8,6HXS.pdb,Homo sapiens,0.267,-----,-----,Substrate_only,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mol_19.sdf,-0.573488739
2.4.2.4,thymidine,P07650,4EAD.pdb,Escherichia coli,0.19,7.4,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-0.721246399
2.4.2.4,5-fluorouridine,P19971,1UOU.pdb,Homo sapiens,1.3,8,37°C,Substrate_only,FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C1)=O)=O,mol_2475.sdf,0.113943352
2.4.2.4,2-deoxy-alpha-D-ribose 1-phosphate,P19971,1UOU.pdb,Homo sapiens,0.09,7.5,37°C,Substrate_only,P(=O)(O)(O)O[C@@H]1C[C@H](O)[C@H](O1)CO,mol_2476.sdf,-1.045757491
2.4.2.4,5'-deoxy-5-fluorouridine,P19971,1UOU.pdb,Homo sapiens,0.2,8,37°C,Substrate_only,FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](C)O2)C1)=O)=O,mol_2477.sdf,-0.698970004
2.4.2.4,phosphate,P19971,1UOU.pdb,Homo sapiens,0.0058,7.5,37°C,Substrate_only,P(=O)([O-])([O-])[O-],mol_467.sdf,-2.236572006
2.4.2.4,thymidine,P19971,1UOU.pdb,Homo sapiens,0.35,-----,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-0.455931956
2.4.2.4,thymidine,P19971,1UOU.pdb,Homo sapiens,0.066,7.5,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-1.180456064
2.4.2.4,uridine,P19971,1UOU.pdb,Homo sapiens,0.275,8,37°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_921.sdf,-0.560667306
2.4.2.4,thymine,P19971,1UOU.pdb,Homo sapiens,0.244,7.5,37°C,Substrate_only,N1C(=O)NC(=O)C(C)=C1,mol_377.sdf,-0.612610174
2.4.2.4,thymine,P19971,1UOU.pdb,Homo sapiens,0.414,7.6,-----,Substrate_only,N1C(=O)NC(=O)C(C)=C1,mol_377.sdf,-0.382999659
2.4.2.4,5-fluoro-2'-deoxyuridine,P19971,1UOU.pdb,Homo sapiens,0.325,8,37°C,Substrate_only,FC=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O,mol_1073.sdf,-0.488116639
2.4.2.4,thymidine,P19971,1UOU.pdb,Homo sapiens,0.285,8,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C(C)=C1,mol_927.sdf,-0.54515514
2.4.2.4,2'-deoxyuridine,P19971,1UOU.pdb,Homo sapiens,0.735,8,37°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1,mol_1074.sdf,-0.133712661
2.4.2.4,5-nitro-2'-deoxyuridine,P19971,1UOU.pdb,Homo sapiens,0.16,7.4,25°C,Substrate_only,[N+](=O)([O-])C=1C(NC(N([C@H]2C[C@H](O)[C@@H](CO)O2)C1)=O)=O,mol_928.sdf,-0.795880017
2.4.2.44,Inosine,Q9HZK1,3OZB.pdb,Pseudomonas aeruginosa,0.09,7.4,25°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C=NC=2C(O)=NC=NC12,mol_901.sdf,-1.045757491
2.4.2.44,adenosine,Q9HZK1,3OZB.pdb,Pseudomonas aeruginosa,0.023,7.4,25°C,Substrate_only,[C@@H]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C=NC=2C(N)=NC=NC12,mol_906.sdf,-1.638272164
2.4.2.44,adenine,Q9HZK1,3OZB.pdb,Pseudomonas aeruginosa,0.023,7.4,25°C,Substrate_only,N1=CN=C2N=CNC2=C1N,mol_931.sdf,-1.638272164
2.4.2.44,5'-methylthioinosine,Q9HZK1,3OZB.pdb,Pseudomonas aeruginosa,0.0026,7.4,25°C,Substrate_only,CC([C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(S)=NC=NC12)O)O)O,mol_929.sdf,-2.585026652
2.4.2.44,S-methyl-5'-thioinosine,Q9HZK1,3OZB.pdb,Pseudomonas aeruginosa,0.0026,7.4,25°C,Substrate_only,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(O)=NC=NC12)O)O,mol_930.sdf,-2.585026652
2.4.2.57,UMP,Q5JCX3,4GA6.pdb,Thermococcus kodakarensis,4.4,7.5,85°C,Substrate_only,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,mol_932.sdf,0.643452676
2.4.2.57,CMP,Q5JCX3,4GA6.pdb,Thermococcus kodakarensis,6.2,7.5,85°C,Substrate_only,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,mol_933.sdf,0.792391689
2.4.2.57,GMP,Q5JCX3,4GA6.pdb,Thermococcus kodakarensis,18.5,7.5,85°C,Substrate_only,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,mol_693.sdf,1.267171728
2.4.2.57,phosphate,Q5JCX3,4GA6.pdb,Thermococcus kodakarensis,2.8,7.5,85°C,Substrate_only,P(=O)([O-])([O-])[O-],mol_467.sdf,0.447158031
2.4.2.6,2'-deoxyinosine,Q57VC7,2F62.pdb,Trypanosoma brucei brucei,0.2,6,50°C,Substrate_only,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C=NC=2C(O)=NC=NC12,mol_900.sdf,-0.698970004
2.4.2.6,adenine,Q57VC7,2F62.pdb,Trypanosoma brucei brucei,1.8,6,50°C,Substrate_only,N1=CN=C2N=CNC2=C1N,mol_931.sdf,0.255272505
2.4.2.64,queuine,Q9BXR0,6H45.pdb,Homo sapiens,0.00026,7.3,37°C,Substrate_only,C1=CC(C(C1NCC2=CNC3=C2C(=O)NC(=N3)N)O)O,mol_934.sdf,-3.585026652
2.4.2.7,diphosphate,Q967M2,1L1Q.pdb,Giardia intestinalis,0.45,-----,-----,Substrate_only,[O-]P([O-])(=O)OP(=O)([O-])[O-],mol_915.sdf,-0.346787486
2.4.2.7,adenine,Q967M2,1L1Q.pdb,Giardia intestinalis,0.0042,-----,-----,Substrate_only,N1=CN=C2N=CNC2=C1N,mol_931.sdf,-2.37675071
2.4.2.7,AMP,Q967M2,1L1Q.pdb,Giardia intestinalis,0.087,-----,-----,Substrate_only,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,mol_935.sdf,-1.060480747
2.4.2.7,5-phospho-alpha-D-ribose 1-diphosphate,Q967M2,1L1Q.pdb,Giardia intestinalis,0.143,-----,-----,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-0.844663963
2.4.2.7,adenine,Q97W95,4TRC.pdb,Escherichia coli,0.0013,7.9,36°C,Substrate_only,N1=CN=C2N=CNC2=C1N,mol_931.sdf,-2.886056648
2.4.2.8,guanine,P00492,4RAO.pdb,Homo sapiens,0.0045,7.4,22°C,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-2.346787486
2.4.2.8,5-phospho-alpha-D-ribose 1-diphosphate,P00492,4RAO.pdb,Homo sapiens,0.076,7.4,22°C,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.119186408
2.4.2.8,hypoxanthine,P9WHQ9,4RHX.pdb,Mycobacterium tuberculosis,0.026,7.5,25°C,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-1.585026652
2.4.2.8,5-phospho-alpha-D-ribose 1-diphosphate,P9WHQ9,4RHX.pdb,Mycobacterium tuberculosis,0.0141,7.5,25°C,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.850780887
2.4.2.8,guanine,Q07010,5JSQ.pdb,Trypanosoma brucei brucei,0.0023,7.4,25°C,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-2.638272164
2.4.2.8,hypoxanthine,Q07010,5JSQ.pdb,Trypanosoma brucei brucei,0.0055,7.4,25°C,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-2.259637311
2.4.2.8,5-phospho-alpha-D-ribose 1-diphosphate,Q07010,5JSQ.pdb,Trypanosoma brucei brucei,0.103,7.4,25°C,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-0.987162775
2.4.2.8,hypoxanthine,Q5SLS3,3ACD.pdb,Thermus thermophilus,0.0039,7.9,25°C,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-2.408935393
2.4.2.8,guanine,Q5SLS3,3ACD.pdb,Thermus thermophilus,0.0074,7.9,25°C,Substrate_only,N1C(N)=NC=2N=CNC2C1=O,mol_905.sdf,-2.13076828
2.4.2.8,5-phospho-alpha-D-ribose 1-diphosphate,Q5ZVC1,3ACC.pdb,Legionella pneumophila,0.06,7.5,25°C,Apo site,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.22184875
2.4.2.8,hypoxanthine,Q9NJI5,1PZM.pdb,Leishmania tarentolae,0.0044,-----,-----,Substrate_only,N1C=NC=2N=CNC2C1=O,mol_913.sdf,-2.356547324
2.4.2.9,Uracil,P70881,1I5E.pdb,[Bacillus] caldolyticus,0.002,8,-----,Substrate_only,N1C(=O)NC(=O)C=C1,mol_556.sdf,-2.698970004
2.4.2.9,5-phospho-alpha-D-ribose 1-diphosphate,P70881,1I5E.pdb,[Bacillus] caldolyticus,0.05,-----,-----,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.301029996
2.4.2.9,5-phospho-alpha-D-ribose 1-diphosphate,Q26998,1BD4.pdb,Toxoplasma gondii,0.037,-----,-----,Substrate_only,P(O)(=O)(OP(=O)(O)O)O[C@@H]1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O,mol_918.sdf,-1.431798276
2.4.3.1,lactose,A8QYL1,2Z4T.pdb,Photobacterium sp.,31,-----,-----,Substrate_only,OC1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO,mol_256.sdf,1.491361694
2.4.3.1,methyl-beta-D-galactopyranoside,A8QYL1,2Z4T.pdb,Photobacterium sp.,99,-----,-----,Substrate_only,COC1C(C(C(C(O1)CO)O)O)O,mol_262.sdf,1.995635195
2.4.3.1,beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosamine,P13721,4MPS.pdb,Rattus norvegicus,1.587450787,6.5,37°C,Substrate_only,[C@@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H](O)O[C@@H]1CO)NC(C)=O)O,mol_937.sdf,0.20070027
2.4.3.1,CMP-N-acetylneuraminate,P13721,4MPS.pdb,Rattus norvegicus,0.092498649,6.5,37°C,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_936.sdf,-1.033864612
2.4.3.1,CMP-N-acetylneuraminate,P13721,4MPS.pdb,Rattus norvegicus,0.05,-----,-----,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_936.sdf,-1.301029996
2.4.3.1,CMP-N-acetylneuraminate,P15907,6QVS.pdb,Homo sapiens,0.104880885,6,37°C,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_936.sdf,-0.979303657
2.4.3.1,pyridylaminyl-lacto-N-neotetraose,P15907,6QVS.pdb,Homo sapiens,0.9,6,37°C,Substrate_only,O=C[C@@H]([C@H]([C@@H]([C@@H](CONc1ccccn1)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)O,mol_2481.sdf,-0.045757491
2.4.3.1,CMP-N-acetyl-beta-neuraminate,P15907,6QVS.pdb,Homo sapiens,0.119,-----,-----,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_938.sdf,-0.924453039
2.4.3.1,CMP-N-acetyl-beta-neuraminate,P15907,6QVS.pdb,Homo sapiens,0.00146,7.4,37°C,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_938.sdf,-2.835647144
2.4.3.4,beta-D-Gal-(1->3)-beta-D-GalNAc,Q02745,2WNF.pdb,Sus scrofa,0.204939015,6.5,37°C,Substrate_only,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O,mol_858.sdf,-0.688375355
2.4.3.6,CMP-N-acetyl-beta-neuraminate,A5LHX0,2ZWI.pdb,Photobacterium phosphoreum,0.05,6,25°C,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_938.sdf,-1.301029996
2.4.3.6,beta-D-Gal-(1->4)-beta-D-Glc,A5LHX0,2ZWI.pdb,Photobacterium phosphoreum,1.7,6,25°C,Substrate_only,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,mol_2482.sdf,0.230448921
2.4.3.6,beta-D-Gal-(1->4)-beta-D-GlcNAc,A5LHX0,2ZWI.pdb,Photobacterium phosphoreum,2.5,6,25°C,Substrate_only,OC[C@H]1O[CH][C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C,mol_2483.sdf,0.397940009
2.4.3.6,4-methylumbelliferyl beta-lactoside,Q15KI8,2IY7.pdb,Pasteurella multocida,1.4,8.5,37°C,Substrate_only,CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,mol_939.sdf,0.146128036
2.4.3.6,CMP-N-acetyl-beta-neuraminate,Q15KI8,2IY7.pdb,Pasteurella multocida,1.5,8.5,37°C,Substrate_only,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,mol_938.sdf,0.176091259
2.4.99.23,ADP-L-glycero-beta-D-manno-heptose,P24173,2H1H.pdb,Escherichia coli,0.0029,7.5,37°C,Substrate_only,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N,mol_940.sdf,-2.537602002
2.5.1.104,agmatine,Q5SK28,3ANX.pdb,Thermus thermophilus,0.77,9,37°C,Substrate_only,NC(NCCCCN)=N,mol_943.sdf,-0.113509275
2.5.1.104,norspermidine,Q5SK28,3ANX.pdb,Thermus thermophilus,0.57,9,37°C,Substrate_only,C(CN)CNCCCN,mol_941.sdf,-0.244125144
2.5.1.104,S-adenosyl 3-(methylthio)propylamine,Q5SK28,3ANX.pdb,Thermus thermophilus,1.64,9,37°C,Substrate_only,C[S+](CCCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,mol_942.sdf,0.214843848
2.5.1.104,spermidine,Q5SK28,3ANX.pdb,Thermus thermophilus,0.00173,9,37°C,Substrate_only,NCCCCNCCCN,mol_594.sdf,-2.761953897
2.5.1.104,tris(3-aminopropyl)amine,Q5SK28,3ANX.pdb,Thermus thermophilus,38.31,9,37°C,Substrate_only,NCCCN(CCCN)CCCN,mol_944.sdf,1.583312152
2.5.1.104,agmatine,Q8U4G1,3ANX.pdb,Pyrococcus furiosus,0.0076,7.4,70°C,Apo site,NC(NCCCCN)=N,mol_943.sdf,-2.119186408
2.5.1.104,putrescine,Q8U4G1,3ANX.pdb,Pyrococcus furiosus,7.7,7.4,70°C,Apo site,NCCCCN,mol_595.sdf,0.886490725
2.5.1.104,"propane-1,3-diamine",Q8U4G1,3ANX.pdb,Pyrococcus furiosus,1.88,7.4,70°C,Apo site,C(CCN)N,mol_2484.sdf,0.274157849
2.5.1.104,cadaverine,Q8U4G1,3ANX.pdb,Pyrococcus furiosus,3.77,7.4,70°C,Apo site,NCCCCCN,mol_597.sdf,0.57634135
2.5.1.106,cyclo-(L-Trp-L-Pro),Q4WAW7,3O2K.pdb,Aspergillus fumigatus,0.057,7.5,37°C,Substrate_only,C1CC2C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43,mol_946.sdf,-1.244125144
2.5.1.106,brevianamide F,Q4WAW7,3O2K.pdb,Aspergillus fumigatus,0.055,7.5,30°C,Substrate_only,C1CC2C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43,mol_946.sdf,-1.259637311
2.5.1.106,dimethylallyl diphosphate,Q4WAW7,3O2K.pdb,Aspergillus fumigatus,0.074,7.5,30°C,Substrate_only,O(P([O-])(=O)OP(=O)([O-])[O-])CC=C(C)C,mol_947.sdf,-1.13076828
